timestamp, pstate, clocks.current.sm [MHz], clocks.max.sm [MHz], clocks.current.memory [MHz], clocks.max.memory [MHz], memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%], temperature.gpu, power.draw [W], power.limit [W], power.management
2025/04/13 22:03:42.847, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 124.68 W, 250.00 W, Enabled
2025/04/13 22:03:47.851, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 52, 128.78 W, 250.00 W, Enabled
2025/04/13 22:03:52.855, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 19 %, 52, 120.06 W, 250.00 W, Enabled
2025/04/13 22:03:57.859, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 52, 121.44 W, 250.00 W, Enabled
2025/04/13 22:04:02.865, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 79 %, 24 %, 52, 44.90 W, 250.00 W, Enabled
2025/04/13 22:04:07.869, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 84.46 W, 250.00 W, Enabled
2025/04/13 22:04:12.874, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 86.19 W, 250.00 W, Enabled
2025/04/13 22:04:17.878, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 52, 130.69 W, 250.00 W, Enabled
2025/04/13 22:04:22.882, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 124.36 W, 250.00 W, Enabled
2025/04/13 22:04:27.888, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 119.98 W, 250.00 W, Enabled
2025/04/13 22:04:32.893, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 53, 120.31 W, 250.00 W, Enabled
2025/04/13 22:04:37.902, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 53, 70.90 W, 250.00 W, Enabled
2025/04/13 22:04:42.906, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 101.22 W, 250.00 W, Enabled
2025/04/13 22:04:47.910, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 131.82 W, 250.00 W, Enabled
2025/04/13 22:04:52.915, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 25 %, 53, 125.38 W, 250.00 W, Enabled
2025/04/13 22:04:57.919, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 95.14 W, 250.00 W, Enabled
2025/04/13 22:05:02.923, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 112.34 W, 250.00 W, Enabled
2025/04/13 22:05:07.927, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 110.08 W, 250.00 W, Enabled
2025/04/13 22:05:12.930, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 23 %, 53, 126.48 W, 250.00 W, Enabled
2025/04/13 22:05:17.935, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 98.56 W, 250.00 W, Enabled
2025/04/13 22:05:22.939, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 53, 101.93 W, 250.00 W, Enabled
2025/04/13 22:05:27.945, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 115.47 W, 250.00 W, Enabled
2025/04/13 22:05:32.949, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 132.30 W, 250.00 W, Enabled
2025/04/13 22:05:37.953, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 52, 129.28 W, 250.00 W, Enabled
2025/04/13 22:05:42.962, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 21 %, 52, 73.54 W, 250.00 W, Enabled
2025/04/13 22:05:47.966, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 75 %, 21 %, 52, 129.61 W, 250.00 W, Enabled
2025/04/13 22:05:52.970, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 52, 111.44 W, 250.00 W, Enabled
2025/04/13 22:05:57.981, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 82 %, 22 %, 52, 104.52 W, 250.00 W, Enabled
2025/04/13 22:06:02.991, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 21 %, 52, 70.91 W, 250.00 W, Enabled
2025/04/13 22:06:07.997, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 52, 127.91 W, 250.00 W, Enabled
2025/04/13 22:06:13.001, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 86 %, 18 %, 52, 122.59 W, 250.00 W, Enabled
2025/04/13 22:06:18.006, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 84 %, 19 %, 52, 113.24 W, 250.00 W, Enabled
2025/04/13 22:06:23.012, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 26 %, 52, 110.17 W, 250.00 W, Enabled
2025/04/13 22:06:28.022, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 79.18 W, 250.00 W, Enabled
2025/04/13 22:06:33.026, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 84 %, 18 %, 52, 75.00 W, 250.00 W, Enabled
2025/04/13 22:06:38.031, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 52, 115.20 W, 250.00 W, Enabled
2025/04/13 22:06:43.036, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 24 %, 52, 117.63 W, 250.00 W, Enabled
2025/04/13 22:06:48.040, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 52, 126.76 W, 250.00 W, Enabled
2025/04/13 22:06:53.046, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 68 %, 19 %, 52, 80.35 W, 250.00 W, Enabled
2025/04/13 22:06:58.050, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 24 %, 52, 129.92 W, 250.00 W, Enabled
2025/04/13 22:07:03.060, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 52, 117.14 W, 250.00 W, Enabled
2025/04/13 22:07:08.064, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 84.50 W, 250.00 W, Enabled
2025/04/13 22:07:13.071, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 52, 106.33 W, 250.00 W, Enabled
2025/04/13 22:07:18.075, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 113.28 W, 250.00 W, Enabled
2025/04/13 22:07:23.079, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 106.94 W, 250.00 W, Enabled
2025/04/13 22:07:28.085, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 124.38 W, 250.00 W, Enabled
2025/04/13 22:07:33.089, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 52, 119.25 W, 250.00 W, Enabled
2025/04/13 22:07:38.101, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 52, 74.77 W, 250.00 W, Enabled
2025/04/13 22:07:43.110, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 52, 78.91 W, 250.00 W, Enabled
2025/04/13 22:07:48.114, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 24 %, 53, 81.34 W, 250.00 W, Enabled
2025/04/13 22:07:53.118, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 88.19 W, 250.00 W, Enabled
2025/04/13 22:07:58.122, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 21 %, 52, 125.71 W, 250.00 W, Enabled
2025/04/13 22:08:03.126, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 96.37 W, 250.00 W, Enabled
2025/04/13 22:08:08.130, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 91.79 W, 250.00 W, Enabled
2025/04/13 22:08:13.134, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 109.63 W, 250.00 W, Enabled
2025/04/13 22:08:18.138, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 93.94 W, 250.00 W, Enabled
2025/04/13 22:08:23.144, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 76.71 W, 250.00 W, Enabled
2025/04/13 22:08:28.148, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 93.45 W, 250.00 W, Enabled
2025/04/13 22:08:33.152, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 122.71 W, 250.00 W, Enabled
2025/04/13 22:08:38.156, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 25 %, 53, 123.38 W, 250.00 W, Enabled
2025/04/13 22:08:43.160, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 26 %, 53, 119.15 W, 250.00 W, Enabled
2025/04/13 22:08:48.167, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 111.37 W, 250.00 W, Enabled
2025/04/13 22:08:53.171, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 96.81 W, 250.00 W, Enabled
2025/04/13 22:08:58.176, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 25 %, 53, 124.17 W, 250.00 W, Enabled
2025/04/13 22:09:03.210, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 117.14 W, 250.00 W, Enabled
2025/04/13 22:09:08.219, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 53, 78.41 W, 250.00 W, Enabled
2025/04/13 22:09:13.223, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 86.64 W, 250.00 W, Enabled
2025/04/13 22:09:18.229, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 21 %, 53, 103.89 W, 250.00 W, Enabled
2025/04/13 22:09:23.233, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 118.58 W, 250.00 W, Enabled
2025/04/13 22:09:28.238, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 24 %, 53, 99.71 W, 250.00 W, Enabled
2025/04/13 22:09:33.242, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 121.93 W, 250.00 W, Enabled
2025/04/13 22:09:38.246, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 109.42 W, 250.00 W, Enabled
2025/04/13 22:09:43.256, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 79.39 W, 250.00 W, Enabled
2025/04/13 22:09:48.263, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 24 %, 53, 112.60 W, 250.00 W, Enabled
2025/04/13 22:09:53.267, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 22 %, 53, 118.65 W, 250.00 W, Enabled
2025/04/13 22:09:58.271, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 87 %, 19 %, 53, 80.61 W, 250.00 W, Enabled
2025/04/13 22:10:03.278, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 85 %, 25 %, 53, 80.63 W, 250.00 W, Enabled
2025/04/13 22:10:08.282, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 26 %, 53, 102.86 W, 250.00 W, Enabled
2025/04/13 22:10:13.287, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 83 %, 25 %, 52, 78.70 W, 250.00 W, Enabled
2025/04/13 22:10:18.292, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 81 %, 22 %, 52, 120.88 W, 250.00 W, Enabled
2025/04/13 22:10:23.300, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 53, 93.69 W, 250.00 W, Enabled
2025/04/13 22:10:28.306, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 88 %, 19 %, 53, 101.41 W, 250.00 W, Enabled
2025/04/13 22:10:33.312, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 85 %, 24 %, 52, 109.91 W, 250.00 W, Enabled
2025/04/13 22:10:38.316, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 24 %, 52, 87.58 W, 250.00 W, Enabled
2025/04/13 22:10:43.320, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 126.20 W, 250.00 W, Enabled
2025/04/13 22:10:48.327, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 92.23 W, 250.00 W, Enabled
2025/04/13 22:10:53.331, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 125.46 W, 250.00 W, Enabled
2025/04/13 22:10:58.337, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 85 %, 18 %, 52, 84.04 W, 250.00 W, Enabled
2025/04/13 22:11:03.341, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 20 %, 52, 121.03 W, 250.00 W, Enabled
2025/04/13 22:11:08.346, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 52, 120.47 W, 250.00 W, Enabled
2025/04/13 22:11:13.350, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 23 %, 52, 118.36 W, 250.00 W, Enabled
2025/04/13 22:11:18.355, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 111.56 W, 250.00 W, Enabled
2025/04/13 22:11:23.367, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 52, 83.77 W, 250.00 W, Enabled
2025/04/13 22:11:28.371, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 26 %, 52, 121.57 W, 250.00 W, Enabled
2025/04/13 22:11:33.377, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 24 %, 52, 118.81 W, 250.00 W, Enabled
2025/04/13 22:11:38.381, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 52, 121.26 W, 250.00 W, Enabled
2025/04/13 22:11:43.387, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 52, 83.77 W, 250.00 W, Enabled
2025/04/13 22:11:48.391, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 129.76 W, 250.00 W, Enabled
2025/04/13 22:11:53.396, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 82 %, 19 %, 52, 106.47 W, 250.00 W, Enabled
2025/04/13 22:11:58.399, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 52, 74.80 W, 250.00 W, Enabled
2025/04/13 22:12:03.404, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 52, 89.64 W, 250.00 W, Enabled
2025/04/13 22:12:08.411, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 85 %, 26 %, 52, 123.50 W, 250.00 W, Enabled
2025/04/13 22:12:13.415, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 23 %, 52, 100.49 W, 250.00 W, Enabled
2025/04/13 22:12:18.426, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 22 %, 52, 97.08 W, 250.00 W, Enabled
2025/04/13 22:12:23.430, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 110.34 W, 250.00 W, Enabled
2025/04/13 22:12:28.435, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 52, 118.10 W, 250.00 W, Enabled
2025/04/13 22:12:33.440, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 79.37 W, 250.00 W, Enabled
2025/04/13 22:12:38.444, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 102.44 W, 250.00 W, Enabled
2025/04/13 22:12:43.448, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 113.56 W, 250.00 W, Enabled
2025/04/13 22:12:48.453, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 113.56 W, 250.00 W, Enabled
2025/04/13 22:12:53.461, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 19 %, 53, 122.74 W, 250.00 W, Enabled
2025/04/13 22:12:58.465, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 100.93 W, 250.00 W, Enabled
2025/04/13 22:13:03.469, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 21 %, 53, 110.10 W, 250.00 W, Enabled
2025/04/13 22:13:08.473, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 23 %, 53, 110.60 W, 250.00 W, Enabled
2025/04/13 22:13:13.478, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 124.60 W, 250.00 W, Enabled
2025/04/13 22:13:18.484, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 100.68 W, 250.00 W, Enabled
2025/04/13 22:13:23.488, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 87.41 W, 250.00 W, Enabled
2025/04/13 22:13:28.493, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 113.99 W, 250.00 W, Enabled
2025/04/13 22:13:33.497, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 136.43 W, 250.00 W, Enabled
2025/04/13 22:13:38.501, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 88 %, 25 %, 53, 125.63 W, 250.00 W, Enabled
2025/04/13 22:13:43.507, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 21 %, 53, 85.85 W, 250.00 W, Enabled
2025/04/13 22:13:48.511, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 21 %, 53, 125.06 W, 250.00 W, Enabled
2025/04/13 22:13:53.517, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 113.99 W, 250.00 W, Enabled
2025/04/13 22:13:58.521, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 53, 78.68 W, 250.00 W, Enabled
2025/04/13 22:14:03.525, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 100.98 W, 250.00 W, Enabled
2025/04/13 22:14:08.532, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 84 %, 23 %, 53, 130.10 W, 250.00 W, Enabled
2025/04/13 22:14:13.536, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 87 %, 25 %, 53, 79.43 W, 250.00 W, Enabled
2025/04/13 22:14:18.541, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 26 %, 53, 113.99 W, 250.00 W, Enabled
2025/04/13 22:14:23.546, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 53, 66.76 W, 250.00 W, Enabled
2025/04/13 22:14:28.550, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 88 %, 24 %, 53, 105.78 W, 250.00 W, Enabled
2025/04/13 22:14:33.555, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 26 %, 53, 84.01 W, 250.00 W, Enabled
2025/04/13 22:14:38.559, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 53, 100.68 W, 250.00 W, Enabled
2025/04/13 22:14:43.565, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 68 %, 19 %, 53, 109.37 W, 250.00 W, Enabled
